446,HYNALGIN 500 MG/ML INJ 2 ML,HYPOFARMA,AP,CX C/ 100 AP,100,7898122910610
440,HYPLEX B INJ 2 ML,HYPOFARMA,AP,CX C/ 100 AP,100,7898122911587
1328,HYPOCAINA 10 MG/ML INJ 20 ML S/V,HYPOFARMA,FR,CX C/ 25 FR,25,7898122912997
450,HYPOCAINA 20 MG/ML INJ S/V ,HYPOFARMA,FA,CX C/ 100 FA,100,7898122911822
448,"HYPOCAINA 20,005 MG/ML INJ 20 ML C/V",HYPOFARMA,AP,CX C/ 25 FA,25,7898122911785
2706,HYPOCINA COMPOSTA 504 MG/ML VP,HYPOFARMA,AP,CX C/ 50 AP,50,7898122910894
1299,HYPOFLOX 2 MG/ML INJ 100 ML,HYPOFARMA,BS,CX C/ 1 UN,1,7898122912645
3163,HYPOFLOX 2 MG/ML INJ 100 ML VP,HYPOFARMA,BS,CX C/ 1 BS,1,7898122914564
451,HYPOVERIN 50 MG/ML INJ 2 ML,HYPOFARMA,AP,CX C/ 10 AP,10,17898122910573
3330,HYPOVERIN 50 MG/ML INJ 2 ML VP,HYPOFARMA,AP,CX C/ 10 AP,10,7898122910573
3128,"HYRIMOZ  40MG/0,8ML INJ SERINGA",SANDOZ,SR,CX C/ 2 SR,2,7897595636829
1389,"HYRIMOZ 40MG/0,8ML INJ CANETA",SANDOZ,SR,CX C/ 2 CT,2,7897595636843
3164,HYTAMICINA 40 MG/ML INJ 2 ML,HYPOFARMA,AP,CX C/ 100 AP,100,7898122912348
2712,HYTAS 100 MG/ML INJ 10ML,ACCORD,FA,CX C/ 1 FA,1,7898902274819
2705,HYTAS 100 MG/ML INJ 5ML,ACCORD,FA,CX C/ 1 FA,1,7898902274802
171,HYTAS 25 MG/ML INJ,ACCORD,FA,CX C/ 1 FA,1,7898902274789
443,"HYTROPIN 0,50 MG/ML INJ 1 ML VP",HYPOFARMA,UN,CX C/ 100 AP,100,7898122910993
1398,HYVIT K 10 MG/ML INJ 1 ML,HYPOFARMA,AP,CX C/ 50 AP,50,7898122914151
1772,IBUFLEX 100 MG/ML SUS OR 30 ML,LEGRAND,FR,CX C/ 1 FR,1,7896004799902
145,IBULIV 100 MG/ML SUSP OR 20 ML,EMS,FR,CX C/ 1 FR,1,7896004730042
1191,IBUPROFENO 100 MG/ML SUS OR 20 ML,LEGRAND,FR,CX C/ 1 FR,1,7894916145688
2707,IBUPROFENO 100MG/ML GTS ,GERMED,FR,CX C/ 1 FR,1,17896004727226
3194,IBUPROFENO 100MG/ML GTS VP,GERMED,FR,CX C/ 1 FR,1,7896004727226
411,IBUPROFENO 50 MG/ML SUS OR 30 ML,GERMED,FR,CX C/ 1 FR,1,7896004725789
1121,IFOSFAMIDA 1G PO LIOF SOL INJ,EUROFARMA ONCO,FA,CX C/ 10 FA,10,7891317420246
1122,IFOSFAMIDA 2G PO LIOF INJ ,EUROFARMA ONCO,FA,CX C/ 10 FA,10,7891317434137
1139,IMATINIBE MESILATO 100 MG CP,EUROFARMA ONCO,CP,CX C/ 60 CP,60,7891317483753
83,IMATINIBE MESILATO 100 MG CP,CRISTALIA ONCO,CP,CX C/ 60 CP,60,7896676420982
1140,IMATINIBE MESILATO 400 MG CP,EUROFARMA ONCO,CP,CX C/ 30 CP,30,7891317483777
66,IMATINIBE MESILATO 400 MG CP,CRISTALIA ONCO,CP,CX C/ 30 CP,30,7896676421026
2700,IMIPENEM + CILASTATINA 1 G PO INJ ,BIOCHIMICO,FA,CX C/ 25 FA,25,7897406118643
431,IMIPENEM+CILASTATINA 20 MG/ML 20ML,NOVAFARMA,FA,CX C/ 10 FA,10,7899498608613
2114,IMIPRA 25 MG CP (C1) VP,CRISTALIA,CP,CX C/ 200 CP,200,7896676403350
577,IMUNO BCG 40 MG PO LIOF INJ,ATAULPHO DE PAIVA,AP,CX C/ 2 AP,2,7898160920237
252,IMUNOGLOBULIN 50 MG/ML INJ 100 ML,BLAU,FR,CX C/ 1 FA,1,7896014653270
396,IMUSSUPREX 50 MG CP,GERMED,CP,CX C/ 50 CP,50,7896004775326
3059,INATIVADOR RIOSCOPE OPA - GLICINA 33G,RIOQUIMICA,UN,CX C/ 12,12,17897780215515
2163,INDICADOR BIOLOG VAPOR COLORIMETRICO 24H,MAXXIMED,UN,CX C/ 50 UN,50,751320974501
2152,INDICADOR BIOLOG VAPOR COLORIMETRICOS 8H,MAXXIMED,UN,CX C/ 50 UN,50,7890000003953
2154,INDICADOR BIOLOG VAPOR FLUORIMET 1 HORA,MAXXIMED,UN,CX C/ 50 UN,50,751320974532
2155,INDICADOR BIOLOG VAPOR FLUORIMET 3 HORAS,MAXXIMED,UN,CX C/ 50 UN,50,751320974525
2153,INDICADOR BIOLOG VAPOR FLUORIMET. 20MIM,MAXXIMED,UN,CX C/ 50 UN,50,751320974495
2683,INICOX DP 15 MG CP,FQM,CP,CX C/ 5 CP,5,7898040320652
2118,INLACT 667 MG/ML XPE 120 ML,EMS,FR,CX C/ 1 FR,1,7894916514255
329,INSULINA H NPH 100 UI/ML INJ SC 10ML,ASPEN PHARMA,FA,CX C/ 1 FA,1,7895858005436
330,INSUNORM  REG 100 UI/ML INJ SC/IV 10ML,ASPEN PHARMA,UN,CX C/ 1 FA,1,7895858005412
2156,INTEGRADOR QUIMICO AUTOCLAVE VAPOR TIPO5,MAXXIMED,UN,CX C/ 250 UN,250,751320974464
1400,IONCLOR 60 MG/ML SOL OR 100 ML,PRATI DONADUZZI,FR,CX C/ 50 FR,50,17898148294794
3172,IONCLOR 60 MG/ML SOL OR 100 ML VP,PRATI DONADUZZI,FR,CX C/ 50 FR,50,7898148294794
1404,"IPRATROPIO 0,25 MG/ML SOL INAL",HIPOLABOR,FR,CX C/ 1 FR,1,7898470681200
175,"IPRATROPIO 0,25 MG/ML SOL INAL 20 ML",EMS,FR,CX C/ 1 FR,1,7896004725420
3002,"IPRATROPIO 0,25 MG/ML SOL INAL 20 ML",GERMED,FR,CX C/ 1 FR,1,7896004725437
3232,"IPRATROPIO 0,25 MG/ML SOL INAL 20 ML",LEGRAND,FR,CX C/ 1 FR,1,7894916145435
2199,IPSILON 20 PCC INJ 4G,ZYDUS,FA,CX C/ 1 FA,1,7897460400265
1525,IPSILON 5 PCC INJ 1G ,ZYDUS,FR,CX C/ 1 FA,1,7897460400258
2262,IPSILON 500 MG CP,ZYDUS,CP,CX C/ 36 CP,36,7897460400227
2109,IRINOTECANO 20 MG/ML INJ 2ML,BLAU,FA,CX C/ 1 FA,1,7896014665143
1141,IRINOTECANO 20 MG/ML INJ 5ML,EUROFARMA ONCO,FA,CX C/ 10 FA,10,7891317470821
109,IRINOTECANO 20 MG/ML INJ 5ML,ACCORD,FA,CX C/ 1 FA,1,7898902274727
2429,IRINOTECANO 20 MG/ML INJ 5ML,BLAU,FA,CX C/ 1 FA,1,7896014665167
3344,IRNO 20 MG/ML INJ 2ML,CAMBER,FA,CX C/ 1 FA,1,7908101200233
3343,IRNO 20 MG/ML INJ 5ML,CAMBER,FA,CX C/ 1 FA,1,7908101200240
2115,IRO 20 MG/ML INJ,CRISTALIA ONCO,FR,CX C/ 1 FA,1,7896676437508
2141,ISOFLURANO 1 MG/ML SOL INAL 100 ML (C1),BIOCHIMICO,FR,CX C/ 1 FR,1,17897406113068
1513,ISOFLURANO 1 ML/ML SOL INAL 100 ML (C1) ,BIOCHIMICO,FR,CX C/ 1 FR,1,7897406113068
2879,ISOFLURANO 1 ML/ML SOL INAL 240 ML (C1),BIOCHIMICO,FR,CX C/ 1 FR,1,7897406113075
72,ISOFORINE 1 ML/ML SOL INAL 100 ML(C1) VP,CRISTALIA,FR,CX C/ 1 FR,1,7896676405323
101,ISOFORINE 1 ML/ML SOL INAL 240 ML (C1),CRISTALIA,FR,CX C/ 1 FR,1,7896676405330
177,ISORDIL 10 MG CP,EMS,CP,CX C/ 30 CP,30,7894916550086
165,ISORDIL 5 MG CP,EMS,CP,CX C/ 30 CP,30,7894916550031
3143,ISOSSORBIDA 20MG CP VP,ZYDUS,CP,CX C/ 100 CP,100,7898910350437
3144,ISOSSORBIDA 40MG CP,ZYDUS,CP,CX C/ 20 CP,20,7898910350079
3542,ISOY 10 MG CP (B1),FQM,CP,CX C/ 30 CP,30,7898040329303
1941,ITRACONAZOL 100 MG CP VP,EMS,CP,CX C/ 15 CP,15,7896004708072
3156,IXIUM 50 MG/ML ENV CREM,FQM,UN,CX C/ 12 EN,12,17898040321499
1516,IXIUM 50 MG/ML ENV CREM VP,FQM,UN,CX C/ 12 EN,12,7898040321499
1075,IZONAX 20 MG/G BG CREM,PHARLAB,BI,CX C/ 1 BG,1,7898216361359
536,IZONAX 200 MG CP,PHARLAB,CP,CX C/ 10 CP,10,7898216361373
1309,JAKAVI 15 MG CP,NOVARTIS,CP,CX C/ 60 CP,60,7896261018631
1825,JAKAVI 20 MG CP,NOVARTIS,CP,CX C/ 60 CP,60,7896261018648
1304,JAKAVI 5 MG CP,NOVARTIS,CP,CX C/ 60 CP,60,7896261018624
2075,JOFIX 4 MG CP ORODISP VP,ARESE PHARMA,CP,CX C/ 10 CP,10,7899824400065
2076,JOFIX 8 MG CP ORODISP VP,ARESE PHARMA,CP,CX C/ 10 CP,10,7899824400072
1539,JUNNO 100 MG CP,FQM,CS,CX C/ 30 CS,30,7898040323899
1477,JUNNO 200 MG CP,FQM,CS,CX C/ 14 CS,14,7898040323905
879,KAMRHO-D 300 MCG INJ,PANAMERICAN,FA,CX C/ 1 FA,1,7290008072441
2507,KAVIT 10 MG/ML INJ 1 ML,CRISTALIA,AP,CX C/ 25 AP,25,7896676431308
2263,KAVIUM 10 MG CP,ZYDUS,CP,CX C/ 30 CP,30,7898927562908
2264,KAVIUM 15 MG CP,ZYDUS,CP,CX C/ 30 CP,30,7898927562939
102,KEFLIN NEUTRO 1G INJ ,ABL,FA,CX C/ 50 FA,50,7898901848011
1000,KETAMIN 50 MG/ML INJ 10ML (C1) VP,CRISTALIA,FA,CX C/ 25 FA,25,7896676429350
986,KETAMIN NP 50 MG/ML INJ 2 ML (C1) VP,CRISTALIA,AP,CX C/ 25 AP,25,7896676429329
2663,KETOSTERIL CP,FRESENIUS,CP,CX C/ 20 CP,20,7897947705159
2662,KETOSTERIL CP,FRESENIUS,CP,CX C/ 100 CP,100,7897947700970
516,KISQALI 200 MG CP,NOVARTIS,CP,CX C/ 63 CP,63,7896261020863
2449,KISQALI 200 MG CP,NOVARTIS,CP,CX C/ 21 CP,21,7896261020849
2450,KISQALI 200 MG CP,NOVARTIS,CP,CX C/ 42 CP,42,7896261020856
1644,KIT COLETA URINA  1TUBO/1 BECKER 12ML ,J.PROLAB,UN,PT C/ 1 UN,1,7890000001644
1975,KIT COLETA URINA 1TUBO PP 12ML,CRAL,UN,CX C/ 900,900,7899935305334
1642,KIT COLETA URINA 2 TUBOS ESTERIL 12ML,J.PROLAB,UN,PT C/ 50,50,7890000001642
1637,KIT COLETA URINA 2 TUBOS ESTERIL 12ML,J.PROLAB,UN,CX C/ 500 UN,500,17898198861639
1976,KIT COLETA URINA 2 TUBOS ESTERIL 12ML,CRAL,UN,CX C/ 900,900,7898599575572
1192,KIT COLETA URINA 2 TUBOS ESTERIL 12ML,J.PROLAB,UN,CX C/500 UN,500,17898198861561
1638,KIT COLETA URINA 2TUBOS EST.12ML C/BECKE,J.PROLAB,UN,CX C/ 500 UN,500,7890000001638
2053,KIT COLETA URINA S/TAMPA  12ML GRAD,J.PROLAB,UN,PT C/ 250,250,7890000003393
2880,KIT COLETA URINA TUBO PP AMARELA 12 ML,J.PROLAB,UN,CX C/ 500 UN,500,17898198862445
1918,KIT COLETA URINA TUBOS PP 12ML,CRAL,PC,PT C/ 150 UN,150,7890000003292
1360,"KOLLAGENASE 0,6 UI/G BG POM VP",CRISTALIA,BI,CX C/ 10 BI,10,7896676427783
1116,KOPLAN 400 MG PO LIOF INJ,NOVAFARMA,UN,CX C/ 1 FA,1,7899498608378
2844,KOPLAN 400MG PO LIOF INJ,FRESENIUS,FA,CX C/ 10 FA,10,7899498608699
528,LABCAÍNA 20 MG/G BG GEL TOP,PHARLAB,BI,CX C/ 1 BG,1,7898216364961
1666,LACRIBELL 4 MG/ML SOL OFT 15 ML VP,CRISTALIA,FR,CX C/ 1 FR,1,7896676432855
698,LAMINA BISTURI 11 ACO CARBONO,DESCARPACK,UN,CX C/ 100 UN,100,7898283817414
3387,LAMINA BISTURI 12 ACO CARBONO,DESCARPACK,UN,CX C/ 100 UN,100,7898283817384
699,LAMINA BISTURI 15 ACO CARBONO,DESCARPACK,UN,CX C/ 100 UN,100,7898283817407
2397,LAMINA BISTURI 15 ACO CARBONO,MAXICOR,UN,CX C/ 100 UN,100,7890000002123
3388,LAMINA BISTURI 20 ACO CARBONO,DESCARPACK,UN,CX C/ 100 UN,100,7898283817391
2399,LAMINA BISTURI 21 ACO CARBONO,MAXICOR,UN,CX C/ 100 UN,100,7898931988282
700,LAMINA BISTURI 21 ACO CARBONO,DESCARPACK,UN,CX C/ 100 UN,100,7898283817421
1760,LAMINA BISTURI 21 ACO CARBONO,SOLIDOR,UN,CX C/ 100 UN,100,17898157722940
1564,LAMINA BISTURI 22 ACO CARBONO,DESCARPACK,UN,CX C/ 100 UN,100,7898283817438
2398,LAMINA BISTURI 23 ACO CARBONO,MAXICOR,UN,CX C/ 100 UN,100,7898931988305
701,LAMINA BISTURI 23 ACO CARBONO,DESCARPACK,UN,CX C/ 100 UN,100,7898283817445
703,LAMINA BISTURI 24 ACO CARBONO,DESCARPACK,UN,CX C/ 100 UN,100,7898283817452
1875,LAMINA VIDRO 26X76MM COMUM LAPIDADA,CRAL,UN,CX C/ 50 UN,50,7898599571000
1876,LAMINA VIDRO 26X76MM COMUM SEM LAPIDAR,CRAL,UN,CX C/ 50 UN,50,7898599571017
1994,LAMINA VIDRO 26X76MM FOSCA LAPIDADA,CRAL,UN,CX C/ 50 UN,50,7898599571024
1878,LAMINA VIDRO 26X76MM FOSCA S/ LAPIDAR,CRAL,UN,CX C/ 50,50,7898599571031
1680,LAMINA VIDRO 26X76MM P. FOSCA S/LAPIDAR,KASVI,UN,CX C/ 50 UN,50,7890000003739
2011,LAMINA VIDRO 26X76MM P.FOSCA LAPIDADA,KASVI,UN,CX C/ 50,50,7890000003780
2007,LAMINA VIDRO 26X76MM P.LISA S/LAPIDAR,KASVI,UN,CX C/ 50,50,7890000003398
1678,LAMINA VIDRO 26X76MM PONTA FOSCA LAPIDA,KASVI,UN,CX C/ 50 UN,50,7890000003396
1679,LAMINA VIDRO 26X76MM PONTA LISA LAPIDADA,KASVI,UN,CX C/ 50,50,7890000003397
1926,LAMINULA VIDRO 22X22MM PRECISION,CRAL,UN,CX C/ 100,100,7890000003402
1890,LAMINULA VIDRO 22X22MM PRECISION,CRAL,UN,CX C/ 1000 ,1000,7898599579884
1970,LAMINULA VIDRO 24X24MM PRECISION,CRAL,UN,CX C/ 100,100,7898599579891
1892,LAMINULA VIDRO 24X32MM PRECISION,CRAL,UN,CX C/ 100,100,7898599579907
3134,LAMOTRIGINA 100 MG CP (C1),ZYDUS,CP,CX C/ 30 CP,30,7898940658435
3133,LAMOTRIGINA 50 MG CP (C1),ZYDUS,CP,CX C/ 30 CP,30,7898940658428
3113,"LANCETA DE SEGURANÇA 28G 0,36X1,5MM",MEDIX,UN,CX C/ 100 UN,100,7898652373213
2131,LANCETA DE SEGURANÇA HTL  28G MEDISAFE,TKL,UN,CX C/ 200 UN,200,7898547240835
2069,LANCETA DESCART. ESTERIL 21G C/DISP SEG,CRAL,UN,CX C/ 100 UN,100,7899935304351
2070,LANCETA DESCART. ESTERIL 23G C/DISP SEG,CRAL,UN,CX C/ 100 UN,100,7899935304375
2615,LANCETA GLICEMIA 21G NR32 C/DISP SEG ,DESCARPACK,UN,CX C/ 100 UN,100,7898283817315
2614,LANCETA GLICEMIA 23G NR32 C/DISP SEG,DESCARPACK,UN,CX C/ 100 UN,100,7898283817322
2435,LANCETA GLICEMIA 28G,MED LEVENSOHN,UN,CX C/ 100 UN,100,7899032201690
2068,LANCETA GLICEMIA 28G NR 32 C/DISP.SEG,CRAL,UN,CX C/ 100 UN,100,7899935304399
654,LANCETA GLICEMIA 28G NR32 C /DISP SEG,GTECH,UN,CX C/ 100 UN,100,7898301058690
634,LANCETA GLICEMIA 28G NR32 C/DISP SEG,DESCARPACK,UN,CX C/100 UN,100,7898283816202
653,LANCETADOR,GTECH,UN,CX C/ 1 UN,1,7898301057341
336,LANVIS 40 MG CP,ASPEN PHARMA,CP,CX C/ 25 CP,25,7895858009366
527,"LATONAN 5,05 MG/ML SOL OFT 2,5 ML",LEGRAND OFTA,FR,CX C/ 1 FR,1,7896004757445
874,"LECTRUM 3,75 MG PO INJ C/DIL",SANDOZ,FA,CX C/ 1 FA,1,7897595604460
864,"LECTRUM 7,5 MG PO LIOF INJ C/SER/2AG/DIL",SANDOZ,FA,CX C/ 1 FA,1,7897595604477
520,LEGALON 90 MG CP,MYLAN,CP,CX C/ 30 CP,30,7898560664335
572,LEGALON 90 MG CP,TAKEDA,CP,CX C/ 30 CP,30,7896641800429
1775,LENÇO BARREIRA PROTETORA PARA PELE(SACHÉ,CONVATEC,UN,CX C/ 100 UN,100,768455033089
1764,LENÇO UMEDECIDO C/ ALCOOL SWAB SACHE,SOLIDOR,UN,CX C/ 200 UN,200,17898157729574
906,"LENÇOL DESC C/ELAST 2X0,90 BRANCO GR.16",DESCARPACK,PT,PT C/ 10 UN,10,7898283814277
2868,"LENÇOL DESC C/ELAST 2X0,90 BRANCO GR.20",DEJAMARO,PT,PT C/ 10 UN,10,60288389959
3142,"LETROZOL 2,5 MG CP",ZYDUS,CP,CX C/ 30 CP,30,7898940658947
2863,"LETROZOL 2,5 MG CP",BERGAMO,CP,CX C/ 30 CP,30,7898943602763
1250,"LETROZOL 2,5 MG CP",ACCORD,UN,CX C/ 30 CP,30,7898932797302
548,"LETROZOL 2,5 MG CP",NATCO PHARMA,CP,CX C/ 30 CP,30,7898565160085
1142,"LETROZOL 2,5 MG CP",EUROFARMA ONCO,CP,CX C/ 30 CP,30,7891317458867
3269,"LETROZOL 2,5 MG CP",BLAU,UN,CX C/ 30 CP,30,7896014681426
341,LEUKERAN 2 MG CP,ASPEN PHARMA,CP,CX C/ 25 CP,25,7895858008208
3392,LEUX 500MG CP,CRISTALIA ONCO,CS,CX C/ 100 CS,100,7896676438666
2747,LEVOFLOXACINO 5 MG/ML INJ 150 ML,EUROFARMA,BS,CX C/ 20 BS,20,7891317017057
353,LEVOFLOXACINO 5 MG/ML INJ 150 ML,EUROFARMA,BS,CX C/ 5 BS,5,7891317003593
1871,LEVOFLOXACINO 500 MG CP,EMS,CP,CX C/ 10 CP,10,7896004713120
2895,LEVOFLOXACINO 500 MG CP,GERMED,CP,CX C/ 10 CP,10,7896004713175
1609,LEVOFLOXACINO 500 MG CP VP,EMS,CP,CX C/ 3 CP,3,7896004719269
1428,LEVOID 100 MCG CP,ACHE,CP,CX C/ 30 CP,30,7896658008825
1429,LEVOID 150 MCG CP,ACHE,CP,CX C/ 30 CP,30,7896658008887
1841,LEVOID 200 MCG CP,ACHE,CP,CX C/ 30 CP,30,7896658003479
1426,LEVOID 25 MCG CP,ACHE,CP,CX C/ 30 CP,30,7896658008740
1427,LEVOID 50 MCG CP,ACHE,CP,CX C/ 30 CP,30,7896658008764
30,LEVOTAC 5MG/ML INJ 100 ML VP,CRISTALIA,BS,CX C/ 6 BS,6,7896676416411
382,LIDOCAINA 10% SPR TOP 50 ML,HIPOLABOR,FR,CX C/ 1 FR,1,7898123908999
2107,LIDOCAÍNA 2% INJ S/V,BLAU,FA,CX C/ 12 FA,12,7896014682218
2549,LIDOCAÍNA 2% INJ S/V,HIPOLABOR,FA,CX C/ 25 FA,25,7898123905219
1314,LIDOCAÍNA 2% INJ S/V 20 ML,HYPOFARMA,UN,CX C/ 25 FA,25,7898122911808
3015,LIDOGEL 2% GEL TOP ,NEO QUIMICA,BI,CX C/ 50 BG,50,7896714215617
1321,LIDOJET 2% INJ 20 ML S/V,UNIAO QUIMICA,FA,CX C/ 10 FA ,10,7896006263630
303,LIDOJET 2% INJ S/V,UNIAO QUIMICA,FA,CX C/ 12 FA,12,7896006263623
1514,"LIDOSPORIN 12.000 UI+45,4 MG/ML OT VP",FQM,FR,CX C/ 1 FR,1,7898040324940
1296,LINEZOLIDA 2 MG/ML INJ 300 ML ,EUROFARMA,BS,CX C/ 10 BS,10,7891317124533
1297,LINEZOLIDA 2 MG/ML SOL 300ML VP,HYPOFARMA,FA,CX C/ 1 FA,1,7898122914045
3207,LISADOR 500 MG CP,HYPERA,CP,CX C/ 24 CP,24,7897322707211
2491,LISINOPRIL 10 MG CP,EMS,CP,CX C/ 30 CP,30,7896004706429
2478,LISINOPRIL 20 MG CP,EMS,CP,CX C/ 30 CP,30,7896004706436
2467,LISINOPRIL 5 MG CP,EMS,CP,CX C/ 30 CP,30,7896004706412
2972,LITERATA 300MG CP (C1),CRISTALIA,CP,CX C/ 60 CP,60,7896676426601
20,LONGACTIL 25 MG CP (C1) VP,CRISTALIA,CP,CX C/ 200 CP,200,7896676403404
2783,LONGACTIL 25 MG CP (C1) VP,CRISTALIA,CP,CX C/ 200 CP,200,7896676438437
21,LONGACTIL 40 MG/ML SOL OR 20 ML (C1) VP,CRISTALIA,FR,CX C/ 10 FR,10,7896676402520
89,LONGACTIL 5 MG/ML INJ 5 ML (C1) VP,CRISTALIA,AP,CX C/ 10 AP ,10,7896676426168
2856,LOPERAMIDA 2 MG CP,LABORATORIO GLOBO,CP,CX C/ 12 CP,12,7898060132600
538,LORATADINA 1 MG/ML XPE 100 ML,PHARLAB,FR,CX C/ 1 FR,1,7898917592991
1914,LORATADINA 1 MG/ML XPE VP 100 ML VP,EMS,FR,CX C/ 1 FR,1,7896004703251
2411,LORATADINA 1 MG/ML XPE VP 100 ML VP,PRATI DONADUZZI,FR,CX C/ 1 FR,1,4118916
2713,LORAZEPAM 2 MG CP (B1),LEGRAND,CP,CX C/ 30 CP,30,7894916341288
2607,LORAZEPAM 2 MG CP (B1) ,LEGRAND,CP,CX C/ 20 CP,20,7894916140867
178,LORAZEPAM 2 MG CP (B1) ,EMS,CP,CX C/ 20 CP ,20,7896004701462
2870,LORAZEPAM 2 MG CP (B1) VP,GERMED,CP,CX C/ 20 CP ,20,7896004709383
3209,LOSARTANA POTASSICA 50 MG CP,NEO QUIMICA,CP,CX C/ 30 CP,30,17896714208565
951,LOSARTANA POTASSICA 50 MG CP,EMS,CP,CX C/ 30 CP,30,17896004706795
3175,LOSARTANA POTASSICA 50 MG CP VP,EMS,CP,CX C/ 30 CP,30,7896004706795
3119,LOSARTANA POTASSICA 50 MG CP VP,NEO QUIMICA,CP,CX C/ 30 CP,30,7896714208565
2517,LOSARTANA POTÁSSICA 50 MG CP,GERMED,CP,CX C/ 30 CP,30,7896004708539
533,LOSEC 20 MG CP ,PHARLAB,CS,FR C/ 28 CS,28,7898216360871
1062,LUBRIFICANTE INIBIDOR DE CORROSÃO 5 L,INDALABOR,UN,CX C/ 1 UN,1,7898355994265
1061,LUBRIFICANTE INIBIDOR DE CORROSÃO 750 ML,INDALABOR,UN,CX C/ 1 UN,1,7898355995347
604,LUVA CIRURGICA 6.5 C/PÓ,DESCARPACK,PR,PAR,50,7898283816318
2950,LUVA CIRURGICA 6.5 C/PÓ,LEMGRUBER,PR,PAR,200,17898538970199
1163,LUVA CIRURGICA 6.5 C/PÓ,DESCARPACK,PR,PAR,50,7898283816264
2247,LUVA CIRURGICA 7.0 C/PÓ,DESCARPACK,PR,PAR,50,7898283816325
2982,LUVA CIRURGICA 7.0 C/PÓ,LEMGRUBER,PR,PAR,200,17898538970205
2969,LUVA CIRURGICA 7.5 C/PÓ,LEMGRUBER,PR,PAR,200,17898538970212
679,LUVA CIRURGICA 7.5 C/PÓ,DESCARPACK,PR,PAR,50,7898283816332
2248,"LUVA CIRURGICA 8,0 C/PÓ",DESCARPACK,PR,PAR,50,7898283815373
2245,LUVA CIRURGICA 8.0 C/PÓ,DESCARPACK,PR,PAR,50,7898283816349
2952,LUVA CIRURGICA 8.0 C/PÓ,LEMGRUBER,PR,PAR,200,17898538970229
2244,LUVA CIRURGICA 8.5 C/PÓ,DESCARPACK,PR,PAR,50,7898283812372
682,LUVA CIRURGICA 8.5 C/PÓ,DESCARPACK,PR,PAR,50,7898283815380
2951,LUVA CIRURGICA 8.5 C/PÓ,LEMGRUBER,PR,PAR,200,17898538970236
734,LUVA CIRURGICA DIAL 7.5 C/PÓ,MUCAMBO,PR,PAR,200,57896098811134
743,LUVA CIRURGICA SENSIFIRM 6.5 C/PÓ,MUCAMBO,PR,PAR,200,57896098811615
744,LUVA CIRURGICA SENSIFIRM 7.0 C/PÓ,MUCAMBO,PR,PAR,200,57896098811622
745,LUVA CIRURGICA SENSIFIRM 7.5 C/PÓ,MUCAMBO,PR,PAR,200,57896098801166
1581,LUVA CIRURGICA SENSIFIRM 8.0 C/PÓ,MUCAMBO,PR,PAR,200,57896098811639
746,LUVA CIRURGICA SENSIFIRM 8.5 C/PÓ,MUCAMBO,PR,PAR,200,57896098811646
1013,LUVA CIRURGICA SENSIFREE 6.5 S/PÓ,MUCAMBO,PR,PAR,200,7896098811516
1582,LUVA CIRURGICA SENSIFREE 7.0 S/PÓ,MUCAMBO,PR,PAR,200,57896098811523
740,LUVA CIRURGICA SENSIFREE 7.5 S/PÓ,MUCAMBO,UN,PAR,200,57896098811530
741,LUVA CIRURGICA SENSIFREE 8.0 S/PÓ,MUCAMBO,PR,PAR,200,57896098811547
742,LUVA CIRURGICA SENSIFREE 8.5 S/PÓ,MUCAMBO,PR,PAR,200,57896098811554
739,LUVA CIRURGICA SENSITEX 6.5 C/PÓ,MUCAMBO,PR,PAR,200,57896098810618
738,LUVA CIRURGICA SENSITEX 7.0 C/PÓ,MUCAMBO,PR,PAR,200,57896098810625
737,LUVA CIRURGICA SENSITEX 7.5 C/PÓ,MUCAMBO,PR,PAR,200,57896098801067
736,LUVA CIRURGICA SENSITEX 8.0 C/PÓ,MUCAMBO,PR,PAR,200,57896098810632
735,LUVA CIRURGICA SENSITEX 8.5 C/PO,MUCAMBO,PR,PAR,200,57896098810649
2659,LUVA CIRURGICA SENSITOUCH 6.5 LATEX FREE,MUCAMBO,PR,PAR,200,7896098805602
2165,LUVA CIRURGICA SENSITOUCH 7.0 LATEX FREE,MUCAMBO,PR,PAR,200,57896098805614
2164,LUVA CIRURGICA SENSITOUCH 7.5 LATEX FREE,MUCAMBO,PR,PAR,200,57896098805621
2166,LUVA CIRURGICA SENSITOUCH 8.0 LATEX FREE,MUCAMBO,PR,PAR,200,57896098805638
3462,LUVA CIRURGICA SENSITOUCH 8.5 LATEX FREE,MUCAMBO,PR,PAR,200,57896098805645
1177,LUVA LATEX PROCEDIMENTO G C/PO,SUPERMAX,UN,CX C/100 UN,100,7898945443043
1527,LUVA LATEX PROCEDIMENTO G C/PO,DESCARPACK,UN,CX C/100 UN,100,7898283814680
684,LUVA LATEX PROCEDIMENTO G C/PO,DESCARPACK,UN,CX C/100 UN,100,7898283815335
2253,LUVA LATEX PROCEDIMENTO G C/PO,DESCARPACK,UN,20 CX C/100,2000,7890000002567
2347,LUVA LATEX PROCEDIMENTO G C/PO ,MEDIX,UN,CX C/100 UN,100,7890000002351
2258,LUVA LATEX PROCEDIMENTO G S/PO,DESCARPACK,UN,CX C/100 UN,100,7898283814635
3257,LUVA LATEX PROCEDIMENTO M C/PO,VOLK DO BRASIL,UN,CX C/100 UN,100,7898619335575
1419,LUVA LATEX PROCEDIMENTO M C/PO,DESCARPACK,UN,CX C/100 UN,100,7898283815328
